NCM;DESCRIÇÃO;ALÍQUOTA (%)
8429.19;-- Outros;
8429.19.10;Bulldozers de potência no volante superior ou igual a 234,90 kW (315 HP);0
8429.19.90;Outros;0
8429.20;- Niveladores;
8429.20.10;Motoniveladores articulados, de potência no volante superior ou igual a 205,07 kW (275 HP);0
8429.20.90;Outros;0
8429.30.00;- Raspo-transportadores (scrapers);0
8429.40.00;- Compactadores e rolos ou cilindros compressores;0
8429.5;- Pás mecânicas, escavadores, carregadoras e pás carregadoras:;
8429.51;-- Carregadoras e pás carregadoras, de carregamento frontal;
8429.51.1;Carregadoras-transportadoras;
8429.51.11;Do tipo das utilizadas em minas subterrâneas;0
8429.51.19;Outras;0
8429.51.2;Infraestruturas motoras, próprias para receber equipamentos do item 8430.69.1;
8429.51.21;De potência no volante superior ou igual a 454,13 kW (609 HP);0
8429.51.29;Outras;0
8429.51.9;Outras;
8429.51.91;De potência no volante superior ou igual a 297,5 kW (399 HP);0
8429.51.92;De potência no volante inferior ou igual a 43,99 kW (59 HP);0
8429.51.99;Outras;0
8429.52;-- Máquinas cuja superestrutura é capaz de efetuar uma rotação de 360°;
8429.52.1;Escavadoras;
8429.52.11;De potência no volante superior ou igual a 484,7 kW (650 HP);0
8429.52.12;De potência no volante inferior ou igual a 40,3 kW (54 HP);0
8429.52.19;Outras;0
8429.52.20;Infraestruturas motoras, próprias para receber equipamentos das subposições 8430.49, 8430.61 ou 8430.69, mesmo com dispositivo de deslocamento sobre trilhos;0
8429.52.90;Outras;0
8429.59.00;-- Outros;0
8430.10.00;- Bate-estacas e arranca-estacas;0
8430.20.00;- Limpa-neves;5
8430.3;- Cortadores de carvão ou de rochas e máquinas para perfuração de túneis ou de galerias:;
8430.31;-- Autopropulsados;
8430.31.10;Cortadores de carvão ou de rocha;0
8430.31.90;Outros;0
8430.39;-- Outros;
8430.39.10;Cortadores de carvão ou de rocha;0
8430.39.90;Outras;0
8430.4;- Outras máquinas de sondagem ou de perfuração:;
8430.41;-- Autopropulsadas;
8430.41.10;Perfuratriz de percussão;0
8430.41.20;Perfuratriz rotativa;0
8430.41.30;Máquinas de sondagem, rotativas;0
8430.41.90;Outras;0
8430.49;-- Outras;
8430.49.10;Perfuratriz de percussão;0
8430.49.20;Máquinas de sondagem, rotativas;0
8430.49.90;Outras;0
8430.50.00;- Outras máquinas e aparelhos, autopropulsados;0
8430.6;- Outras máquinas e aparelhos, exceto autopropulsados:;
8430.61.00;-- Máquinas de comprimir ou de compactar;0
8430.69;-- Outros;
8430.69.1;Equipamentos frontais para escavo-carregadoras ou carregadoras;
8430.69.11;Com capacidade de carga superior a 4 m3;0
8430.69.19;Outros;0
8430.69.90;Outros;0
8431.10;- De máquinas ou aparelhos da posição 84.25;
8431.10.10;Do item 8425.19.10 ou das subposições 8425.39, 8425.42 ou 8425.49;5
8431.10.90;Outras;5
8431.20;- De máquinas ou aparelhos da posição 84.27;
8431.20.1;De empilhadeiras;
8431.20.11;Autopropulsadas;5
8431.20.19;De outras empilhadeiras;5
8431.20.90;Outras;5
8431.3;- De máquinas ou aparelhos da posição 84.28:;
8431.31;-- De elevadores, monta-cargas ou de escadas rolantes;
8431.31.10;De elevadores;5
8431.31.90;Outras;5
8431.39.00;-- Outras;0
8431.4;- De máquinas ou aparelhos das posições 84.26, 84.29 ou 84.30:;
8431.41.00;-- Caçambas, mesmo de mandíbulas, pás, ganchos e tenazes;5
8431.42.00;-- Lâminas para bulldozers ou angledozers;5
8431.43;-- Partes de máquinas de sondagem ou de perfuração das subposições 8430.41 ou 8430.49;
8431.43.10;De máquinas de sondagem rotativas;5
8431.43.90;Outras;5
8431.49;-- Outras;
8431.49.10;De máquinas ou aparelhos da posição 84.26;5
8431.49.2;De máquinas ou aparelhos das posições 84.29 ou 84.30;
8431.49.21;Cabinas;5
8431.49.22;Lagartas;5
8431.49.23;Tanques de combustível e demais reservatórios;5
8431.49.29;Outras;5
8432.10.00;- Arados e charruas;0
8432.2;- Grades, escarificadores, cultivadores, extirpadores, enxadas e sachadores:;
8432.21.00;-- Grades de discos;0
8432.29.00;-- Outros;0
8432.30;- Semeadores, plantadores e transplantadores;
8432.30.10;Semeadores-adubadores;0
8432.30.90;Outros;0
8432.40.00;- Espalhadores de estrume e distribuidores de adubos (fertilizantes);0
8432.80.00;- Outras máquinas e aparelhos;0
8432.90.00;- Partes;5
8433.1;- Cortadores de grama:;
8433.11.00;-- Motorizados, cujo dispositivo de corte gira num plano horizontal;5
8433.19.00;-- Outros;5
8433.20;- Ceifeiras, incluindo as barras de corte para montagem em tratores;
8433.20.10;Com dispositivo de acondicionamento em fileiras constituído por rotor de dedos e pente;0
8433.20.90;Outras;0
8433.30.00;- Outras máquinas e aparelhos para colher e dispor o feno;0
8433.40.00;- Enfardadeiras de palha ou de forragem, incluindo as enfardadeiras-apanhadeiras;0
8433.5;"- Outras máquinas e aparelhos para colheita; máquinas e aparelhos para debulha:";
8433.51.00;-- Colheitadeiras combinadas com debulhadoras;0
8433.52.00;-- Outras máquinas e aparelhos para debulha;0
8433.53.00;-- Máquinas para colheita de raízes ou tubérculos;0
8433.59;-- Outros;
8433.59.1;Colheitadeiras de algodão;
8433.59.11;Com capacidade para trabalhar até dois sulcos de colheita e potência no volante inferior ou igual a 59,7 kW (80 HP);0
8433.59.19;Outras;0
8433.59.90;Outros;0
8433.60;- Máquinas para limpar ou selecionar ovos, frutas ou outros produtos agrícolas;
8433.60.10;Selecionadores de frutas;0
8433.60.2;Para limpar ou selecionar ovos;
8433.60.21;Com capacidade superior a 250.000 ovos por hora;0
8433.60.29;Outras;0
8433.60.90;Outras;0
8433.90;- Partes;
8433.90.10;De cortadores de grama;5
8433.90.90;Outras;5
8434.10.00;- Máquinas de ordenhar;0
8434.20;- Máquinas e aparelhos para a indústria de lacticínios;
8434.20.10;Para tratamento do leite;0
8434.20.90;Outros;0
8434.90.00;- Partes;5
8435.10.00;- Máquinas e aparelhos;0
8435.90.00;- Partes;5
8436.10.00;- Máquinas e aparelhos para preparação de alimentos ou rações para animais;0
8436.2;- Máquinas e aparelhos para avicultura, incluindo as chocadeiras e criadeiras:;
8436.21.00;-- Chocadeiras e criadeiras;0
8436.29.00;-- Outros;0
8436.80.00;- Outras máquinas e aparelhos;0
8436.9;- Partes:;
8436.91.00;-- De máquinas ou aparelhos para avicultura;5
8436.99.00;-- Outras;5
8437.10.00;- Máquinas para limpeza, seleção ou peneiração de grãos ou de produtos hortícolas secos;0
8437.80;- Outras máquinas e aparelhos;
8437.80.10;Para trituração ou moagem de grãos;0
8437.80.90;Outros;0
8437.90.00;- Partes;5
8438.10.00;- Máquinas e aparelhos para as indústrias de panificação, pastelaria, bolachas e biscoitos e de massas alimentícias;0
8438.20;- Máquinas e aparelhos para as indústrias de confeitaria e de cacau ou de chocolate;
8438.20.1;Para as indústrias de confeitaria;
8438.20.11;Para fabricar bombons de chocolate por moldagem, de capacidade de produção superior ou igual a 150 kg/h;0
8438.20.19;Outros;0
8438.20.90;Outros;0
8438.30.00;- Máquinas e aparelhos para a indústria de açúcar;0
8438.40.00;- Máquinas e aparelhos para a indústria cervejeira;0
8438.50.00;- Máquinas e aparelhos para preparação de carnes;0
8438.60.00;- Máquinas e aparelhos para preparação de frutas ou de produtos hortícolas;0
8438.80;- Outras máquinas e aparelhos;
8438.80.10;Máquinas para extração de óleo essencial de cítricos;0
8438.80.20;Automática, para descabeçar, cortar a cauda e eviscerar peixes, com capacidade superior a 350 unidades por minuto;0
8438.80.90;Outros;0
8438.90.00;- Partes;5
8439.10;- Máquinas e aparelhos para fabricação de pasta de matérias fibrosas celulósicas;
8439.10.10;Para tratamento preliminar das matérias primas;0
8439.10.20;Classificadoras e classificadoras-depuradoras de pasta;0
8439.10.30;Refinadoras;0
8439.10.90;Outros;0
8439.20.00;- Máquinas e aparelhos para fabricação de papel ou cartão;0
8439.30;- Máquinas e aparelhos para acabamento de papel ou cartão;
8439.30.10;Bobinadoras-esticadoras;0
8439.30.20;Para impregnar;0
8439.30.30;Para ondular;0
8439.30.90;Outros;0
8439.9;- Partes:;
8439.91.00;-- De máquinas ou aparelhos para fabricação de pasta de matérias fibrosas celulósicas;5
8439.99;-- Outras;
8439.99.10;Rolos, corrugadores ou de pressão, de máquinas para ondular, com largura útil superior ou igual a 2.500 mm;5
8439.99.90;Outras;5
8440.10;- Máquinas e aparelhos;
8440.10.1;De costurar cadernos;
8440.10.11;Com alimentação automática;0
8440.10.19;Outros;0
8440.10.20;Máquinas para fabricar capas de papelão, com dispositivo de colagem e capacidade de produção superior a 60 unidades por minuto;0
8440.10.90;Outros;0
8440.90.00;- Partes;5
8441.10;- Cortadeiras;
8441.10.10;Cortadeiras bobinadoras com velocidade de bobinado superior a 2.000 m/min;0
8441.10.90;Outras;0
8441.20.00;- Máquinas para fabricação de sacos de quaisquer dimensões ou de envelopes;0
8441.30;- Máquinas para fabricação de caixas, tubos, tambores ou de recipientes semelhantes, por qualquer processo, exceto moldagem;
8441.30.10;De dobrar e colar, para fabricação de caixas;0
8441.30.90;Outras;0
8441.40.00;- Máquinas de moldar artigos de pasta de papel, papel ou cartão;0
8441.80.00;- Outras máquinas e aparelhos;0
8441.90.00;- Partes;5
8442.30;- Máquinas, aparelhos e equipamentos;
8442.30.10;De compor por processo fotográfico;0
8442.30.20;De compor caracteres tipográficos por outros processos, mesmo com dispositivo de fundir;0
8442.30.90;Outros;0
8442.40;- Partes dessas máquinas, aparelhos e equipamentos;
8442.40.10;De máquinas do item 8442.30.10;5
8442.40.20;De máquinas do item 8442.30.20;5
8442.40.90;Outras;5
8442.50.00;"- Clichês, blocos, cilindros e outros elementos de impressão; pedras litográficas, blocos, placas e cilindros, preparados para impressão (por exemplo, aplainados, granulados ou polidos)";5
8443.1;- Máquinas e aparelhos de impressão por meio de blocos, cilindros e outros elementos de impressão da posição 84.42:;
8443.11;-- Máquinas e aparelhos de impressão, por ofsete, alimentados por bobinas;
8443.11.10;Para impressão multicolor de jornais, de largura superior ou igual a 900 mm, com unidades de impressão em configuração torre e dispositivos automáticos de emendar bobinas;0
8443.11.90;Outros;0
8443.12.00;-- Máquinas e aparelhos de impressão, por ofsete, dos tipos utilizados em escritórios, alimentados por folhas em que um lado não seja superior a 22 cm e que o outro não seja superior a 36 cm, quando não dobradas;0
8443.13;-- Outras máquinas e aparelhos de impressão, por ofsete;
8443.13.10;Para impressão multicolor de recipientes de matérias plásticas, cilíndricos, cônicos ou de faces planas;0
8443.13.2;Alimentados por folhas de formato inferior ou igual a 37,5 cm x 51 cm;
8443.13.21;Com velocidade de impressão superior ou igual a 12.000 folhas por hora;0
8443.13.29;Outros;0
8443.13.90;Outros;0
8443.14.00;-- Máquinas e aparelhos de impressão, tipográficos, alimentados por bobinas, excluindo as máquinas e aparelhos flexográficos;0
8443.15.00;-- Máquinas e aparelhos de impressão, tipográficos, não alimentados por bobinas, excluindo as máquinas e aparelhos flexográficos;0
8443.16.00;-- Máquinas e aparelhos de impressão, flexográficos;0
8443.17;-- Máquinas e aparelhos de impressão, heliográficos;
8443.17.10;Rotativas para heliogravura;0
8443.17.90;Outros;0
8443.19;-- Outros;
8443.19.10;Para serigrafia;0
8443.19.90;Outros;0
8443.3;- Outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si:;
8443.31;-- Máquinas que executem pelo menos duas das seguintes funções: impressão, cópia ou transmissão de telecópia (fax), capazes de ser conectadas a uma máquina automática para processamento de dados ou a uma rede;
8443.31.1;Alimentadas por folhas, com velocidade de impressão, medida no formato A4 (210 mm x 297 mm), inferior ou igual a 45 páginas por minuto (ppm);
8443.31.11;De jato de tinta líquida, com largura de impressão inferior ou igual a 420 mm;15
8443.31.12;De transferência térmica de cera sólida (por exemplo, solid ink e dye sublimation);15
8443.31.13;A laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal Líquido), monocromáticas, com largura de impressão inferior ou igual a 280 mm;15
8443.31.14;A laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal Líquido), monocromáticas, com largura de impressão superior a 280 mm e inferior ou igual a 420 mm;15
8443.31.15;A laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal Líquido), policromáticas;15
8443.31.16;Outras, com largura de impressão superior a 420 mm;15
8443.31.19;Outras;15
8443.31.9;Outras;
8443.31.91;Com impressão por sistema térmico;15
8443.31.99;Outras;15
8443.32;-- Outros, capazes de ser conectados a uma máquina automática para processamento de dados ou a uma rede;
8443.32.2;Impressoras de impacto;
8443.32.21;De linha;15
8443.32.22;De caracteres Braille;0
8443.32.23;Outras matriciais (por pontos);15
8443.32.29;Outras;15
8443.32.3;Outras impressoras, alimentadas por folhas, com velocidade de impressão, medida no formato A4 (210 mm x 297 mm), inferior ou igual a 45 páginas por minuto (ppm);
8443.32.31;De jato de tinta líquida, com largura de impressão inferior ou igual a 420 mm;15
8443.32.32;De transferência térmica de cera sólida (por exemplo, solid ink e dye sublimation);15
8443.32.33;A laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal Líquido), monocromáticas, com largura de impressão inferior ou igual a 280 mm;15
8443.32.34;A laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal Líquido), monocromáticas, com largura de impressão superior a 280 mm e inferior ou igual a 420 mm;15
8443.32.35;A laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal Líquido), policromáticas, com velocidade de impressão inferior ou igual a 20 páginas por minuto (ppm);15
8443.32.36;A laser, LED (Diodos Emissores de Luz) ou LCS (Sistema de Cristal Líquido), policromáticas, com velocidade de impressão superior a 20 páginas por minuto (ppm);15
8443.32.37;Térmicas, dos tipos utilizados em impressão de imagens para diagnóstico médico em folhas revestidas com camada termossensível;15
8443.32.38;Outras, com largura de impressão superior a 420 mm;15
8443.32.39;Outras;15
8443.32.40;Outras impressoras alimentadas por folhas;15
8443.32.5;Traçadores gráficos (plotters);
8443.32.51;Por meio de penas;15
8443.32.52;Outros, com largura de impressão superior a 580 mm;15
8443.32.59;Outros;15
8443.32.9;Outras;
8443.32.91;Impressoras de código de barras postais, tipo 3 em 5, a jato de tinta fluorescente, com velocidade de até 4,5 m/s e passo de 1,4 mm;15
8443.32.99;Outras;15
8443.39;-- Outros;
8443.39.10;Máquinas de impressão por jato de tinta;0
8443.39.2;Máquinas copiadoras eletrostáticas;
8443.39.21;De reprodução da imagem do original sobre a cópia por meio de um suporte intermediário (processo indireto), monocromáticas, para cópias de superfície inferior ou igual a 1 m2, com velocidade inferior a 100 cópias por minuto;20
8443.39.28;Outras, por processo indireto;20
8443.39.29;Outras;20
8443.39.30;Outras máquinas copiadoras;20
8443.39.90;Outros;20
8443.9;- Partes e acessórios:;
8443.91;-- Partes e acessórios de máquinas e aparelhos de impressão por meio de blocos, cilindros e outros elementos de impressão da posição 84.42;
8443.91.10;Partes de máquinas e aparelhos da subposição 8443.12;5
8443.91.9;Outros;
8443.91.91;Dobradoras;0
8443.91.92;Numeradores automáticos;0
8443.91.99;Outros;0
8443.99;-- Outros;
8443.99.1;Mecanismos de impressão por impacto, suas partes e acessórios;
8443.99.11;Mecanismos de impressão, mesmo sem cabeça de impressão incorporada;10
8443.99.12;Cabeças de impressão;10
8443.99.19;Outros;10
8443.99.2;Mecanismos de impressão por jato de tinta, suas partes e acessórios;
